dataset,accuracy,train time
50words,0.3912087912087912,44.56488370895386
ChlorineConcentration,0.5861979166666667,127.44899725914001
Cricket_X,0.2128205128205128,45.88561415672302
Cricket_Y,0.32051282051282054,45.5466206073761
Cricket_Z,0.16666666666666666,45.74710774421692
ElectricDevices,0.7511347425755415,507.7869985103607
FordA,0.7220216606498195,317.51460218429565
FordB,0.647964796479648,260.66189455986023
NonInvasiveFatalECG_Thorax1,0.3465648854961832,411.6086194515228
UWaveGestureLibraryAll,0.6736460078168621,441.18422985076904
